Image,Label
2191,2 3 4
18423,1 8
24249,4 6
14621,9
6424,4 7
20673,0 4 6
22380,9
24040,1
15131,4 7
13212,4 7
14845,4 6
11438,9
19886,4
24869,2 4
5505,4 7
22519,0 6
28730,0
6734,4 6
11350,2
15263,7
10969,9
1849,6
9016,4
11657,0
18787,6 9
4934,3 4
7570,4 6
30391,4 6
22114,0 2
1878,4 6
30577,2 6
26434,6 7
13583,4
27511,9
18351,4 6 8
27512,6
29463,1 6
10358,6
6679,2 7
4709,0
3492,4
8201,0
22803,4 8
12599,2 6
25935,2 4
20921,4
27861,4
1470,4 9
14806,8
7221,0 9
29791,7
31062,4
30175,6
15810,2
20834,0 4 6
1716,0 2
842,5
23207,9
8301,6 9
20334,1
11517,1 6
6267,2
19926,4
28617,3
7215,2 4
2173,5
13642,8
25650,4
15146,4 6
26887,5
4618,8
3278,9
29778,6
8986,2 4
24877,3
11868,9
25659,2 6
16992,4
7979,8
20767,4
12772,6
28911,4
8601,4 5
11759,0 8
25920,0 6
26127,5
8717,4 6
26112,4 7
13417,5
26251,4 5 6
29704,0 4
5770,2 6
24960,9
8206,0
19464,0 9
2406,9
10288,0 4
25011,5 6
27627,5
11175,2 6
23567,3
3935,3 4 6
233,3
29274,2 4 7
7079,7 9
19061,9
12884,4 6
29603,2
11212,4 6 7
22312,4 6
11217,6 7
27114,7
23895,3
12513,4 6
26828,4
7007,4
14637,1
20456,2 4
30539,0
30240,4 7
12811,4
29688,1
13350,4 7
19271,4 6
13287,4 6
16542,4 6
8323,4 6
14366,4 6
6455,5
17596,0
7234,4
18583,9
612,1 4
25729,6 9
12553,2 3 9
1141,4
15976,4 6
23715,7
12077,0
11252,9
19447,1 4
6885,1 4
16926,4
7833,4
11811,0
23918,6
21160,6 9
21499,7
19129,4 6
28968,4 6
9599,0 4
4434,2 3 4
23933,4
15504,2 7
7538,4 6
22374,7
21629,4 7
29997,5
10333,6
29620,0 2 4
793,4
29035,0 6 7
26293,4
10855,4 6
22154,9
16287,0
15010,2
23890,4 8
8360,7
4692,9
24552,1
16178,4 7
24037,8
25064,2
18162,0 2
12479,4 6
10672,0 2
6124,4
23630,1 6
14639,4 8
29887,4 5
30521,4 6
26711,6
6775,4
1464,0
29090,7
15633,4
17393,4 6
22516,2 4
17576,4
30643,2 4
22920,0 4
708,0
7405,4 8
30867,4 7
17089,8
4327,4
3408,2 4
16152,4 6
14059,4 6 7
6391,1
4859,4 5 6
21107,2 4 7
12062,4 7
21426,2 3 4
14011,2 8
30480,1
26343,6
24167,3 6
17586,3 4
20647,6
7809,4
19862,2
29025,2 6
28585,4 8
23952,6 7
8878,3
29452,4 5
713,0
24211,2 3 4
5092,4 6
3984,3
5105,0
48,0
25112,2 4
4737,2 4
16265,6
12886,5 9
10566,0
7071,4
22449,6
7647,6
12660,4 6
22680,4 6
11729,4 6
8812,0
27321,4 5
5067,7
17242,7
14409,6 7
24615,6
19953,9
30898,1
3409,0
30044,1 4
4679,7 8
9789,6
27454,8
5759,7
10655,7
18663,4
26195,2 4
12920,4
11798,4 6
14923,4
3898,9
16290,0
1142,5
29943,4
5225,0
29059,4
16939,2
20005,4
5426,2 4 9
2295,4 6
21805,3 4
12427,3
25209,1 4 6
5334,4
25626,2 4 6
8002,0 4
3911,1
21841,0 4
14038,4 7
11900,4
9101,1 6
16307,4 8
51,4
8211,4 7
3748,2 4 6
4291,4
11797,4 6
13922,2 4
24657,0
648,0 6
6140,6 7
10104,2 4
10695,4
28539,9
2843,3
27999,4
22134,0
10474,4
10825,4
16446,3 6
27418,6
20670,4 6
8359,4 6
21856,1
27872,4 6
23035,0 2
12363,2 6
8294,4 7
11468,3 4
13215,2 4 6
13580,3
18756,0 1
4303,9
22086,4 6
1419,2 6
12293,4
13486,6
16978,0
5568,6
18097,4 6
16407,3 4
15287,6 9
18412,5 6
18233,4 6
19739,1 4
28234,0
27237,6
29115,4 6
3304,0
674,0
28198,7
22813,2
29602,4 5
5514,4 7
24464,2 4
14590,7
24420,6
4727,4
25192,4
24481,4 5
14904,5
29892,4
3611,4 6
24932,2 4 6
12546,4 6
20833,4
4879,7 9
904,4 6
20226,1 6
28058,4 6
26535,4
5217,0 2 7
14571,7
12740,1 3
767,9
7061,2 6
11655,4 6
18400,4
26629,7
10780,4 7
28819,8
23119,8
21861,7
6994,6 9
19826,3 9
6436,5
28366,4 5
27001,6
29413,4 6
18684,3
23869,4 6
8464,6
9765,2 7
28494,6
9719,4
10791,1
18770,4 6
23680,2
10045,2 4 6
651,1 4 6
21085,5
24054,8
23219,2
17440,0 4
18565,7
11515,4
28656,4 7
11080,2 4
27974,6 7
1191,7 9
16769,0
4365,1
9187,2 4
7375,2 4
20891,1 4
19239,6
26032,4
16507,7
4646,1
28175,7
16428,2 4
3631,4
732,1 4
8481,4 5
23298,6
21119,2 6
15825,3
14226,1 6
5571,1 4
11214,8
11843,3
13595,6
7379,7
21227,6
2994,4
16048,2
30972,6
2047,2 7
14265,6
24538,1 4 6
3796,6
13465,2
13194,4
28164,7
16386,1 3
16344,7
14920,9
29797,8
20763,2 4
6171,3 7
24189,6
24811,4 7
11272,6
15176,4
16535,2 4
16750,4 6
8901,6
11529,6
5393,6
19889,6
23356,4
25939,4 7
13995,6 7
15478,9
25270,4 7
19852,6
27952,4
7939,2 3 4
2915,3
15552,4 6
3943,2 4
9641,0
28370,4 7
12436,2
24290,3 4
4190,4 8
27972,1 4
18600,3 6
8935,8
11198,2
1943,2
20746,4 7
458,7
1529,1 4
4306,6 7
10039,3
27215,3
24157,1
6773,0
23530,2 4
13249,1
7685,6
9762,2 6
24141,0
6536,3 4 6 7
6651,4
13659,0
24413,4 6
16179,4 5 8
22127,1 4
14377,4 6
13103,1 3
3479,2 4 6
13442,4 6 7
19364,2 3 4 6
25962,0
13207,0 4
16244,1 4
21899,1 2 4
6215,2
20704,4 7
29934,9
3531,6
10403,6 7
2164,6
28064,4 9
6853,5 6
17428,1
4603,4 6
7499,0
11206,3
5327,1 4
13363,4
24583,3 6
8382,3
26502,6
18825,1
14273,4 6
4801,4 6
18645,6
23831,6
4706,4 7
24776,4
7052,4 7
5427,0 4
30892,2 4
25677,2
12956,2
12919,4
12525,7
16720,4
10714,1 4 6
22058,0
28847,4 6
14733,1
17989,0
11796,0
3297,4 8
24764,6
14821,7
9003,1 4
27107,4
19625,3
5252,9
2576,0
1671,6
11931,1
22491,1
21280,4 6
26337,1 4
9731,4 6
30083,4 6
24436,2
8611,5
26355,3 6
12542,3 4
9246,6
23188,2 4
7175,2 6
9184,4
22602,4 6
22052,2 4
9554,3
175,3 4
30285,0
20986,3 4
21532,3 4
28752,4 6
6969,4
20058,4 6
21478,4
21967,4
14195,1
8610,6
9557,3
22611,7
14743,4 6
9676,4 7
8635,4 7
16692,6 7
23840,3
6178,4
22103,6
21749,0
4235,4 6
17980,5
9243,6
3314,0
4008,8
22606,4 6 7
17575,6 7
8685,4 7
6574,4
14511,9
18223,1
8,0 1
10898,5
781,4
26687,3
24777,4 6
28568,0 4
22523,8
6912,3
6096,3 4
8300,1
17845,0 4
26203,2 4
21941,0
28604,4 6
28301,7
7308,4 6
861,6
20054,4
7094,4 6
7393,4
16587,1
4145,4 6
16852,0
6450,2 4
23522,2
10710,0
23391,3
17002,7
4220,4 7
374,8
27963,4
28157,5
7603,9
17035,4
21224,4
25588,2 4
19679,4 6
26831,6 7
13179,3 6
17837,5
3201,4 6
18053,4 7
20618,7
5886,4 9
8498,0
20399,8
11326,0 1 4
20983,6
21544,1
28043,4
18926,4
617,4 5
10671,5
8871,0 2 4
2633,4 5
1766,4 7
3383,0
23240,6
30688,0 6
19091,6
14263,1 6
16753,0
20409,6
10019,3 4
13900,2 6
26990,6
14501,1 4 7
12700,0
14402,0 9
25539,1 4
15736,8
6016,4
25789,4 5 6
10255,6
19936,8
23711,9
21945,4 6
9110,3
18618,3
6981,1 4
1007,0
27718,4
28440,4 7 8
23050,1
16195,4
10220,1
25618,9
23406,2
10248,6
22353,6 8
21121,8
16215,2 4 9
10894,6
653,4
3089,9
6333,4
21291,3
30749,1 4
12688,4 8
22248,4 6 8
21455,2
9324,4 7
23959,1 7
17308,7
26147,1 4
28723,0
3146,4
13558,1
11590,4 6
29235,0 4
25616,2 4
12753,4 6
29346,4 6 8
29222,4
13586,3
28314,2 6
15303,4
13839,6
29951,7
24831,5 9
3778,3 4 7
5895,6
19253,9
12595,4 7
16315,6 7 9
5915,4
5480,0
26416,5
9490,4 8
22972,0 6
5678,0
20249,4 7
4525,6 8
28958,9
19955,0 6
9920,6
6611,1 4
5425,1
942,2 3 4
19567,9
18830,2
20069,2 4
30518,5 6
9368,1
6034,2
6103,4 6
20283,2
22513,2 4
5218,9
9968,0
8818,0 4
10158,0
26628,6
28670,3
10826,4
25336,3 6 9
28676,4 7
16437,4 7
13497,4
16645,5
27660,3 6
1148,4 6 7
13373,6
4465,4 7
11619,4
30277,0 6
5566,0
30370,2 4
27337,2
12927,4 7
22030,2 4
3749,0 4
26215,9
21765,6
20561,3
1417,0
4081,7
18015,3 4
29559,0
13377,0 4
752,9
15181,4
12455,4
28129,8
13386,5 6
20548,1 4 7
9813,3 4
21740,6
3048,4
2783,3
20593,4
23873,4 6
30473,6
23218,0 4
22960,6
11947,8
9180,1
9634,0 4 5
29144,0
4209,2 3 6
19179,4
2683,6 9
28809,2 4 6
8867,5
9635,9
10945,4 5
4371,6
18859,9
21546,4 7
28647,4
572,3 4
18377,3 4
10115,2 4
18341,4
3145,5
28123,8
17917,1
28843,3
27335,0 4
10312,4 7
6266,3 4
28646,7 8
19300,1
20612,3 4
5002,8
8268,0 4
13464,0 2
26940,2
25541,4 6
8109,3 6
25526,4
28915,0
19435,2
5459,4 5
3434,6
2661,4
4425,2 7
27417,3 7
30441,4 6
1691,4 6
29859,4 6
4319,6
18403,2 4
12813,0
22401,3
12173,4 6 7
9135,4 6
25473,0
1965,6
25812,3
10296,3
27456,4 6
2125,0 4
5005,4
21870,7
16797,2 3
12951,4
7649,4 6
26159,4 6
6185,4
28340,0
8437,0 4
3428,6 7
30262,4 7
10029,3 4
14692,6
27361,4
28939,1 6
10530,5 6
28124,7
3125,1 6
7960,5
25592,4 6
13561,4
22619,4
12394,4 7
14421,2
14316,8
21520,1 2
12414,4
6477,6
8040,2
13429,6
10497,6
20733,0 4
3322,0
10218,9
15942,2 4
11139,0
11037,0 2
23993,3 4
22466,1 3
3995,4
7381,4
8169,0
30096,2
10450,6 9
15625,2
24612,2
23363,1
7724,4 6
11985,0
13196,6
7362,1 6
4104,9
25021,3
9075,1
2289,4 5 6
16574,9
18137,4 6
11496,2 4
599,3
15018,4 6
14026,4
25238,0
28862,5
28753,4 8
26994,0
7995,4
4496,2 4 7
17452,4
13083,0 6
24199,2 6
20907,7
21084,4 6 7
20195,4
28756,4 5
7785,2
12224,4 6
26413,3 4 6
21009,7
14242,4 6
26702,2
13443,4
3012,4 6
8863,2 4
9290,0 2
5831,4 6
28645,4
686,1 4
6795,4
27336,3
29050,2
11630,4 6
20787,9
19899,2 4
23756,3
21786,4
22041,6
2892,3 4
5930,0 4 6
7830,0
22711,6
8884,4
7688,6 8
23369,1 6
12794,9
28475,2 4
10162,1 4
12357,4
22354,1 6
17669,4 8
17682,2 4
2246,6
7129,3 4
15060,2
15964,2 4
3790,4 6
3810,4 6 7
21488,7
12620,4 6
16482,4
4901,4
7879,6 8
14676,5
4244,2 4
17076,4
28214,3 9
15262,2 3
19876,6
12977,6 7
18101,6 9
16147,0 2 4
18879,2 6
5231,1 4 5
29626,7
29624,2 4
6451,6
14549,7
2646,7
13519,5 6
5699,3
10278,3
23670,5
8822,3
31010,4
29237,4
29432,0
823,4
2313,4
7600,5
9183,4
10893,4 6
6132,4
23757,3
27813,4 6
17881,3
8284,6
6925,8
569,2
5254,4 6
10355,2 4
8741,0
27196,0 4
30878,4 6
13160,0 2
3202,1
18193,3 6
30174,3
2846,4
9841,0 2
26939,4
26619,2 4
4784,3
7825,3
20648,0 1 4
25150,3
20174,2 6
7196,2 4
30442,4
22267,6
21512,4
17811,4 6
12469,0 4
17778,4
5883,4
24434,3 4 6
5547,0 4
7344,4
8515,9
2950,0
3964,3 4
20380,1 4
23614,4 7
28463,6
480,4
22777,4
29299,4
22789,9
11626,4
18797,0 4
26916,2 4
26316,0
16441,8
30636,0
29703,4 6
15948,4 6
6941,7
6067,6
1752,2 4
90,4 6
27587,4 6
22765,4
1987,0
3234,2 3 6
4735,0 4 7
11382,2 4 6
1826,8
9173,1
23433,3 4 7
11743,6
4261,5
14602,4
27951,4 6
724,0 4 8
9978,4 6
27397,0 2
28320,4 6
22785,7
13303,2 4 6
28677,1 4 6
13747,4 5
17587,3 6
26944,4
26744,4
21398,6
12559,2 4
4451,4 6
22691,6
13676,0
10968,4
14433,1
13445,6
28530,7
1067,5
9837,4 6
8069,2
12239,1 4
6107,4 8
13924,6
8411,9
5385,0
6216,6
19714,3
1003,3 6
22166,1 4
16792,4
28601,2
12668,9
22829,2 4
1807,4
5652,4 6
25755,4 6
9143,4
17982,3
16869,0
11227,2 4 6 7
17768,4 5
30556,5
11541,4
16354,0 4
6757,2 4
22798,7
6899,4 6
8468,4 6
26257,4
29075,1
23446,1
1204,4 6
12841,4
7686,6
14274,4 6
27441,8
2659,9
7751,4 7
15643,8
22818,4 6 9
10342,3
13492,4
649,0
24112,9
22487,4
733,2 4
1911,6 7
18374,4 7
7787,2
12816,4 5
3106,6 7
26906,3
28063,9
10605,4 5 6
12198,1
20640,9
14579,6
26269,4 7
264,8
1830,2 4 6
11251,4 7
17284,1
7277,1 4
9418,0 4
22584,6
18861,4 6
3444,3
7883,5
27471,4
576,2 4
4066,2
25058,3 4
4862,1 4
3840,6 7
6241,9
22470,4 7
21103,4 6
16375,0
20941,4 5
19411,4
6834,4
29341,4
29820,0
8261,2 4
30569,2 4 6 7
2716,4 6
10130,4 8
16591,4 6
14942,4 6
6445,4 7
16966,4 7
23704,2 4
30953,5 7
28854,4
13837,7
24870,9
19242,6
9823,8
17679,9
7565,4 6
23384,6 8
22547,4 6
16685,0
18507,2 9
1901,2 6
16560,5
7808,3 4
14561,1 4
2402,6 7
10990,1 4
19356,4 7
30355,6
27136,4 6
1920,9
5361,4 6
18971,3
31009,3 4
23855,4
2879,9
18919,1 4
12109,3
596,9
14616,9
27998,6
6698,4 9
4894,2 4
17081,4 6
15677,5 6
11279,4 7
12530,1
25540,5
29453,9
24140,8
13594,4 6
17186,1 4
20844,1 2 7
30934,7
21027,4
24399,4
28500,0
9798,4 7
10787,3 6
27176,3 9
3043,4
22235,1 6
6201,2 6
1270,4 7
2926,3 4 6
26180,3
7937,3
13543,4 8
26362,4 7
28728,3 4 5
30572,4 7
1903,2 4
10576,3 6
29883,7
24429,0
19847,6 9
18456,6
17164,6
6501,4 6
6582,4 7
28999,6 9
30704,6
28513,4 5 6
9943,3
5965,6
26814,3 4
308,2 4 6
8599,7
4362,6
2326,5
21274,4
19499,3 4
4061,4
28711,0
23229,9
20305,4 8
22640,3 4
19204,4
28590,1
22905,4
7561,3
22536,2 6 7
9981,1 4
29189,6
13086,2 4 6 7
16121,6 7
23950,2 4
9638,4 7
14924,4 6
19086,6 7
29716,3
10758,5 6
28780,4 6
20946,7
8534,5 6
5534,4 6
19842,4 6
30100,4
30093,4 6
18658,4
16351,4 6
30614,4
1515,2 4
2656,4 5
12452,2 6
12477,9
9267,4 7
18851,4
25814,4 6
15053,1 4
1606,4
11746,7
157,9
26420,0
29390,3
20972,3
23777,6
3332,8
1263,9
12012,0
5347,2 4
27604,2 6
16892,3 4
5396,4
13915,3
1207,1 4
13573,2 6
7236,2
29962,4
18798,3
11105,4
17407,5
19561,2
7300,5
8704,2 4
13374,3
14949,6 7
28321,1
25918,1
8880,8
17721,4 6
5190,4
19346,2 4
6826,4
15273,3
27985,5 6
20795,4 6
25761,4 7
26372,2 7
20940,6
11618,5
21220,4 5
5048,4 6
16448,2 4
20496,4 6 7
14605,0
14291,3 4
25432,2 4
23953,3 4 6
9323,6
29904,4 7
11745,4
2660,6
25779,4
25632,2 7
24772,6
17601,3
11598,9
26,4 7
23797,6
26844,0
11292,1
21597,4
14192,4 6
8248,2
6989,7 9
12131,2 4
14420,4
14569,9
15,0
8488,4
28345,3
22423,3 4
30022,0
4215,4 6
16891,7
29816,3 4
7762,9
29240,9
30954,4
23717,4
19366,7
8347,1 6
15364,4
11568,4 6
7515,9
26156,4
1407,4 7
24396,4 6
9988,0 4
11511,4
8174,6
19385,3
6452,8
4034,3
30446,0 4 6
2255,7
14878,6
30855,0
28133,2
26740,4 6
7614,3
5416,4 6
5344,2
11506,4 6
22912,3 4
8366,2 3
23230,0 4 6
12232,0
25035,4 6
5633,2 4
27016,2
11934,7
27040,0
25095,7
12267,8
1399,3
3582,3 4 6
14126,4 6
14396,0
16483,4
6353,2
28481,4 6
9842,6
8429,7
5184,6
14035,7
24065,3
30822,2 6
15943,2
15738,4 6 8
22186,3
16330,9
20519,3 5
20956,7
8304,6
16983,3
27778,1
21959,6
26208,3
12656,2
12329,3
12446,4
3027,1
5952,0
23737,3
30621,4
22024,5
17181,6
21572,3
21029,4
7583,4
24585,0 4
1273,4
13903,4
7862,6
15930,4 6
25038,8
16665,7
11944,1
11094,2
19903,3
5944,0
7872,6 9
9806,4
16809,4 6
9616,0 4
24982,4
20886,5 6
16458,0 4
29345,2 4
23999,7
29512,4
3835,4 8
4832,4
368,4
19541,4 6
21660,7
15771,2 4 6
5389,1
7460,1 4 6
7440,4 5
22826,4 6
4205,4
13637,4 6 7
16292,3
13876,3
488,1 4
23113,1
14365,4
8416,4 6 8
2778,6
449,1
27552,4 7
18540,7
8633,2 4
26079,4 6
9752,4 7
6819,6
21651,1
17992,2 4
16998,4
6547,1 6
20917,3
29429,2 4
10853,9
18433,6
2361,2
3392,6
17141,0
22297,4 8
23790,0 4
17122,6
23071,0 4 6
10914,6
16517,3 6
11874,2
23258,4 7
25203,4
8959,4 6
29747,3 4
6500,1 7
11523,5
25973,5
16801,3 4 7
160,2
6372,8
23464,1 4
11807,1 6
27733,2 6
17113,6
24542,6 9
17256,4 6
2855,4 5 6
19306,6
3107,6
22927,2
23699,1 6
26811,3
14212,4
14437,4 6
24598,6 9
6339,2 4 7
12655,3 4 6
23436,0 4 6
4724,4 6
4704,4 6
855,4 6 8
20375,6
9220,4 6
8056,4 6
22471,5
17655,6 7
30257,4
12722,4
9965,4 6
26905,7
8782,4
404,5
24511,4 6
18303,0
11357,7
6584,1 9
8667,8
28965,8
5442,4 6
10036,3
290,9
23591,4 6
21968,1
20450,1
19789,4 6 8
27401,3
4102,5
26104,8
25241,4 6
28830,4 6 7
29129,1 4
15199,5
28913,4
16512,1 4
16440,6
12970,0 6
28304,1
27810,4 5
22718,3 4
10541,2
4476,1 6
16479,2
13047,2
28104,9
27268,4
24534,4 7
21830,4 8
11223,0 6
23044,1 4
17781,0 6
20286,4 6
18810,4
27556,0 4
11740,4 6
2251,2 4
7575,4 8
2236,2 4
11864,0 4 8
15103,7
19244,3
24013,2 9
17123,7
28838,6
1735,1
12190,5
30800,4
24398,4
9796,3
24241,0
20169,4
11209,3 4
18087,4 6 7
22483,6
3815,7
15166,3
26173,7
25343,2 4
13721,7
13259,4
1424,4
24415,3 4
25623,3 4 7
9109,9
27313,0 9
23612,6
13304,4 6
9820,4 9
12384,3
24431,9
15514,4 6
2272,4
20894,6 7
570,2 6
25452,6
6458,1 4 6
23278,2
677,4 6
13641,4
26527,9
15542,9
29604,0
1287,4
30171,4
17364,0 4
16764,5
5627,4
23908,1
7259,8
25012,2 4
7016,2 4 6 7
20120,3
14169,4 6
5581,6
14981,6 9
17566,8
15988,6
29970,4 7
9877,1
27380,4
5162,4
29324,4 6
23034,0 4
5580,3 4 6
6898,6 7
24036,6
3393,7
10590,4
29780,4
18443,4
24311,4
21323,4 6
10526,2 4
17371,3
8450,0
28242,6
10858,5
28759,4
561,3 4
21907,4 6
5352,4 6
30811,4 7
14359,6
9034,4
7692,2 4 6
541,4
1216,3 4
27383,9
283,4 7
28168,1
30992,2 7
17548,1 6
17675,3 4 6
28045,4 6 7
23273,4 7
25110,2
2224,1 4
2235,0
6653,3
13214,3 7
10807,7
8969,6 7
10245,4 5
22621,7 9
30280,4
4189,4 6
2709,2 7
16719,4 7
15877,1 4
13704,4
26577,2 4 6
5628,2 6
26967,0
26216,4
14177,2
26314,3 6
16221,4 5
16652,0 4
19116,0 4
198,4
24721,4 7
1224,4
9875,7
2362,7
27426,4 7
9071,7
1119,1
30745,2
23969,4 6
114,9
29938,2
7534,4 6
14056,8
26966,4
28392,4 6
5595,6 7
22783,5
16185,7
21342,1
24554,9
16883,5
1311,4 6
28472,6
28569,8
22307,4 6
20426,4
18866,4 6
27601,3
6947,4
17739,2
19089,4
14553,7
3535,7
5006,0
27808,7 8
2819,0
23721,6
7211,4
22459,7
26422,4
25984,4
28721,6
20138,6
26810,0 1
16836,4
23965,3
28250,1 4
24011,4 7
3599,5
16919,4 6
16727,5
8239,2 4
18785,6
21657,3 4
4985,4 6
7289,4 6
15067,2
5235,1
5013,2
4770,4 6
26895,4 6
21037,3 4
28136,6
16043,2
29954,4
23685,6
8535,4
1860,6
7172,0
11537,2
933,4
16827,8
14257,0 7
7315,4
2245,4 6
6252,6
4340,4 6
304,4 6
27890,3 4
9803,7
11916,9
6326,7
8943,6 9
16338,4 6
14147,3
15260,6 7
17034,1
18516,9
9182,3 6
28681,4 6
28954,4
25606,4 6
10320,0
5046,4 6
27053,2 4
28306,1
16306,9
8780,7
29683,0
30708,4
8117,8
18145,4 6 8
12684,6 7
13971,4
23324,6 7
23248,2
1723,4
30224,4
20207,4
30801,7
12372,4 7
25284,6 7
30461,3 4
29460,0 4
23914,2 4
6552,4
8072,4
25829,4
5918,4
18481,6
25333,3 4 6
5840,4 6
2953,6
16739,4
24459,1 4 6
2822,0
19296,4 6
14238,8
30707,6
302,3 7
10452,3
22979,9
17244,2 4
3064,4
6079,4
30098,0
16366,9
9300,2
21756,4
26098,4 5
5052,4 7
9002,4
13504,0
19525,9
12757,4
26598,8
9706,4
30047,3 4
27124,9
19508,9
4685,2 4 6
30533,0 2 6
25271,6 7
2902,4
12573,6
9763,0
16730,1
16634,6
27032,0
20527,4 6 8
6986,4
7869,3 4
15462,4 6
16915,9
9539,0 4
3002,4
2471,2 4 7
4652,4 6
20510,0
253,2
18406,4
1845,3 4
22039,6
3794,7
24262,1 4 5 6
15069,5
26097,7
17001,4
23832,4 6
20445,4 6
14346,4
12052,6 7
24848,4
11557,3
17656,6 7 8
19818,5 7
21526,7
8848,5
14665,4 6
16668,4
8139,2 6
23161,0
5448,2
15823,0
29037,4 6
29781,0
21325,4 6
11755,3
13845,3
2145,3
22537,4 5
23710,7
30663,8
25342,2
3452,0 4
11996,3 4
21253,4
7401,2 4 6
22425,7
17915,2 4
3955,4
8754,6
29945,4 5 6
853,1 4
5956,4
11604,6 9
20990,4 6
28642,4
21790,4 7
24918,4 9
13289,1 7
25313,4 6
23626,5
25611,6
196,6
5841,0
29843,1
29230,3 4
27000,2 4 8
3127,4 7
7769,6
10366,1 4
19304,1
29371,6 7
27356,2 4
23490,2
24019,2
19601,4
10679,1 6
25956,6
8622,4
28893,1
22047,2
21092,4 6
7695,8
18632,3
7813,1 3
21975,6 7
4918,6
20714,4
27518,6
20167,7
10871,4
21722,1
20630,6
15832,4
8285,1
7498,3 6
22854,3 4
13159,3 4
16214,4
28566,3 4
9869,3
22738,4
5268,2
19728,8
27411,9
11680,3
29902,1 8
24758,4
29549,4
31034,1
17212,4
3346,4
17151,4 6
24219,4 7
11293,2 4
28973,1
6144,1
6469,4 6
29929,4 8
20099,3
16052,9
19909,2
23740,8
29941,3
28479,4 7
21402,9
4427,6
21122,4
6779,6
1751,3
30817,7
11153,5
13740,6 9
1991,4 6
14385,3 4
18800,2
8484,4 6
339,4 6 8
2698,0 4
22757,4
27803,5
29995,2
23012,2 4
11450,4
10784,9
868,7
9831,4
1167,4
6290,2
26027,4 8
27278,0
16600,5
16044,4
19035,6
1639,7
15289,5
17402,1
23537,2 4
10237,0 4
7938,2
4473,2
18716,2 4 6
5960,6
6723,4 6
28540,4 6 8
22484,4 6
16737,4 6
2869,4 6
17139,9
19636,3 4
19674,1
22816,4
5244,6 9
11941,4 7
25855,4
22668,0
23411,1
2093,2 6
860,2 4 6
7739,2
10033,9
10820,7
27912,4
30190,1
17416,5 6
25299,0
12915,5
14449,2 8
15113,0 4
22693,2 4 6
11726,2
9251,4 7
3936,4
10654,9
21070,4
14128,4 8
10420,4 8
13759,0 2
7159,3 4 6
1261,7
20773,1
10430,4
3668,1
21961,4 6
30542,1 6
13778,6
15374,4
28815,8
25321,2
12549,1 6
24793,4
7934,1 7
23082,6
21420,4
5536,1
27715,0
1138,1 4 6
12264,6 7 9
7064,5
13517,6
18617,4
29391,4 6
27180,4 7
1165,2 4 6
30610,3
9168,4
26248,8
14948,4
5784,2
30633,4 5
23143,1
14144,4 5
25909,4
13811,4 6
2364,7
21419,4
5284,6
7633,4
29154,4
21172,4
1636,5
8364,7
19344,9
4298,6
17772,3 4
14100,4
18421,6
28152,5
12988,6
9378,4
1144,4 6
11152,7
25149,4
29315,9
17818,4
8442,4
7426,1 6
8480,4 8
22728,5
19358,4
7908,1 7
10047,4 6
20278,3
12049,3 4
23173,6
719,0
26662,4 6
29185,5
26873,5 7
5577,6
13945,3 4
22683,2 4
7372,4 7
14478,9
25426,4 6 8
14135,6 9
64,7
9987,1
29984,2
13568,1 3
4,3 4
11571,3
14154,2 8
26839,7
16717,4
2554,0
4746,0
383,6 7
27629,2 4
6395,4
7398,2 3
3675,9
9928,9
9919,4
17120,6 7
16108,7
22671,4 6
2770,4
14536,6
28027,3 4
20846,2
18527,4
5586,0
4875,1 4
26907,4
22212,1
20866,1 3
8607,3 4
17040,4
15244,3
14939,4 7
27444,6
25600,6
3287,4 6
1833,3 4
9836,2 7
19343,4 6
28535,0 9
25189,3 4
28986,3
1,2 3 4
11750,0 2
11216,4 6
4369,6
1026,4
18482,3
5557,4 6
14237,4
8933,2 4
21324,4
10798,7
21135,2 4
537,2 4 6
1090,1 2 6
7286,3 7
14351,4 6
24400,6
21458,4
23243,1
19002,4 6
22175,0 4
17148,2 4
13299,2 6
20315,0
20610,6
18050,3 6
2602,3
2707,1
444,4 5
21783,0
9549,9
20819,2
24145,4
11042,3 4 6
3509,2 4
14861,4
9631,0
7998,6 7
28442,4 6
20709,6 9
7966,1 4 6
12337,6 7
20718,0
22169,4 6 8
11028,9
21099,2 4
2794,2 6
28763,4 6
7836,6 7
17483,7
20141,3
9510,2
27178,4
18061,0
15145,4
20878,4
2816,7 9
20728,6
29863,6
3212,6
13281,4 6
23157,2 4
29811,4
15090,3 4
10729,2 4
10264,6 7 8
17466,8
12389,9
20337,0
28668,6
30213,4 7
7504,8
20464,0 4 5
23536,7
28222,2 7 8
22391,0
2160,6
14799,6
3419,6
6629,4 6
26389,0
12971,8
12516,2 3
24423,4 6
12132,0
5261,4 6
13673,2 3
27298,4 5 6
7922,6 7
27097,4
20979,4
2713,7
16658,4
6670,3 6
26900,3
23216,4
10101,2 4 6 7
14354,4 6
18721,0
6521,5
7097,0
527,1 4 6
16077,3
25837,4
1334,3 4 6
10195,4
21724,4 6
9535,4 5 6
6548,2 4
26882,4 8
2052,4 8
30281,0 4
14889,0 6
15519,7
18045,4 5
30815,4
14934,2 4 6
28806,3
7797,4 8
7625,5 6
16562,1
2555,2 6
183,3 4
9434,4 6
15316,2 4
2104,4
24914,5
82,3 4 6
22243,4 5
26408,6
14069,4 8
24593,2 4 6
9728,0
19810,4 6
7247,5
16569,5
4888,4 6
